LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TARGET_DEFAULT
190449,2,3,1,39,0,-1,0,0,0,-1,5154,58647,15223,59848,10801,20876,2707,901,5186,1481,4789,1863,0
45755,2,3,1,34,3,2,2,6,-2,4,31386,1462,352,203,1963,1078,0,0,0,0,93,198,1
14360,2,2,2,23,0,-1,2,6,0,-1,16589,18690,8099,888,1250,16643,2178,2333,2246,1650,1279,3254,0
190240,2,2,2,43,0,-2,0,0,-2,0,8886,9970,-850,-2,1441,3352,2552,13760,6707,1414,298,141,0
88306,2,2,2,37,4,2,0,0,0,0,51154,77104,59522,66803,38458,44684,1833,0,937,1087,419,2574,0
17353,1,3,2,31,4,4,3,3,4,2,38048,48920,37191,20829,13497,15903,0,281,0,0,1126,379,1
97377,2,2,1,52,0,0,0,0,0,0,160740,195073,52606,157539,144992,126472,1403,1340,2494,222,4060,1858,0
380543,2,3,1,26,-1,3,2,2,0,-1,21940,139479,29686,44716,35321,34296,3757,188,1983,1438,922,1746,0
384083,1,3,1,42,0,8,-1,-1,0,-2,8577,13134,12882,7736,7331,1671,1549,6443,39891,88,4576,1781,0
47923,1,3,2,23,2,2,2,0,0,4,-1894,580,-705,1298,42913,1915,0,795,0,253,0,1800,0
15273,1,3,1,40,3,2,7,7,7,7,31261,4287,4529,1796,4113,3927,0,0,0,10,108,351,1
131916,2,1,2,27,-1,-1,-1,-1,-1,-1,1188,17362,-1384,1984,94,1585,3668,530,1738,13158,6540,13450,0
18399,1,0,1,35,0,0,0,0,-1,-1,11243,8537,17850,4949,7494,150,9346,466,4059,280,223,0,0
356173,1,3,0,53,-1,-1,-1,-1,-1,-1,194787,16660,798,16348,2634,304,7242,3503,5237,390,19094,14041,0
42524,1,3,2,32,2,2,7,7,7,7,1724,4380,2416,2929,2402,2459,0,0,30,0,0,302,1
367836,2,2,2,44,0,0,0,0,0,0,351904,131304,170391,72150,25983,149414,37946,2121,1821,1567,172,4331,0
60604,1,4,2,37,0,0,0,0,0,-1,56327,3246,-125,595,873,703,1384,426,0,0,59,2867,0
163646,1,1,2,31,-1,-1,-1,0,-1,0,9531,13297,6911,12304,15835,21758,27616,3108,13196,6624,11523,7970,0
47756,2,3,2,51,2,0,2,0,0,2,33213,52171,18946,35098,31587,32094,3262,0,2074,1866,867,692,0
363291,1,2,2,44,1,-2,-2,-2,-2,-2,-478,2885,3645,-15,837,-656,2260,7075,1718,1056,0,340,0
48237,2,3,1,42,6,2,2,4,3,0,39090,49766,26709,21967,52548,22571,0,0,0,157,855,367,0
48862,2,5,2,29,1,0,3,0,0,0,61943,48626,11120,47158,36024,45187,3079,2462,1608,2013,1061,3338,0
500937,2,3,1,34,0,0,0,2,0,0,9994,38092,11856,10064,13992,82,135,523,4219,44246,147,5156,1
51042,2,3,2,46,0,0,0,0,0,0,15410,8740,25344,51311,16463,48917,5520,0,7486,1764,880,2417,0
190812,2,1,1,47,-2,-2,-2,-2,-2,-2,3739,17483,16678,212495,8853,1955,15781,3110,168,9822,8171,32817,0
92107,2,3,1,35,0,0,0,0,0,5,204907,144319,115890,105331,67635,132126,3194,42747,5779,619,3036,6587,0
44027,2,2,1,36,3,3,3,3,2,3,25652,7617,49018,31599,53445,46984,667,0,0,320,969,1453,1
182081,2,2,1,34,6,2,1,0,3,0,170607,180018,95980,102642,130251,23558,0,4354,0,73562,98,6174,1
157853,1,1,2,28,-1,-1,-1,-1,-1,-1,-895,1360,-559,-604,-794,111,0,0,0,1412,1168,2766,0
53627,1,2,2,38,2,4,2,0,0,2,682,-96,369,-1702,758,-877,260,0,117,1047,0,761,0
89196,2,1,2,30,-1,-1,-1,-1,-1,-1,1326,1139,8,-321,-851,938,283,0,0,0,0,1728,0
226328,1,3,2,41,-2,-2,-2,-2,-2,-2,-900,963,-483,-2952,-281,276,0,279,0,126,362,217,0
139169,1,3,2,36,-1,-1,-1,-1,0,-1,632,655,-775,-1396,47,-45,4009,0,519,1666,1414,3425,0
14005,2,1,1,25,1,2,2,0,2,0,43751,17943,5833,15678,7372,16153,4030,1659,15662,241,249,2398,1
109203,1,1,2,28,-1,-1,-1,-1,-1,-1,8090,12159,2305,-577,8643,8399,3156,3248,5226,2924,8448,2975,0
330644,1,2,2,25,-2,-2,-2,-2,-2,-2,-2493,1082,-1361,-1537,-501,-1341,724,585,3690,188,28,0,0
49650,1,3,1,56,1,2,0,0,0,0,29384,15302,39615,866,24349,52235,0,1818,1459,2432,50996,2183,0
264661,1,2,2,33,-2,-2,-2,-2,-2,-2,248633,2325,3112,5879,45,-736,4015,1073,16279,343,14300,11828,0
344589,2,1,2,24,0,-1,0,-1,-1,-1,206,529,-145,-112,-307,-148,2138,0,0,1780,12308,2363,0
188876,2,2,1,37,-2,-2,-2,-2,-2,-2,-1315,52,-809,-742,-660,-553,1218,0,0,0,0,0,0
140341,1,1,2,36,-1,-1,-1,-1,-1,-1,-666,1316,-2526,-1200,-412,399,599,8765,1663,837,7485,2321,0
42945,2,2,2,35,3,2,7,7,7,7,168,4455,3240,2321,4419,3262,0,0,0,0,0,114,1
396022,2,1,2,35,-2,-2,-2,-2,-2,-2,2101,2821,1116,993,1590,1399,498,118,0,247,8767,476,0
79822,1,3,2,48,0,3,0,0,0,5,44946,113293,139606,47136,46903,148432,3181,1447,1515,1066,2743,2846,0
181040,1,5,1,56,0,0,4,0,0,0,37988,21411,38204,7682,22497,42992,1849,3054,1419,1717,770,5989,0
16082,2,2,1,40,4,4,2,2,2,2,12097,14755,2017,5931,-2126,15042,143,0,135,414,29452,2060,0
83681,2,2,2,49,2,4,3,3,3,2,33036,40658,233496,12989,23505,45604,1015,104,1039,492,281,2240,1
229161,2,0,1,53,0,0,-2,0,0,-1,-2054,-370,2175,15087,989,2062,66,9633,5716,0,8657,165,1
219905,2,1,2,35,-2,-2,-2,-2,-2,-2,-815,1712,723,-1281,178,-531,0,210,0,686,82,258,0
265035,1,1,2,40,1,0,-2,-2,-1,0,34434,13239,233941,150267,144532,15801,2359,6364,8640,6679,9039,140,0
95347,2,3,0,37,2,0,2,0,0,0,15185,8914,56,434,44328,2162,0,1703,264,0,1571,2381,0
43821,2,3,1,47,2,2,2,7,7,6,1985,3857,1016,254,1376,1403,198,0,0,0,0,0,0
47670,1,1,2,22,0,0,0,0,0,0,32566,10529,28856,4091,7602,907,5052,676,359,525,497,396,0
136693,1,1,2,35,0,0,0,0,0,0,2240,1687,-394,-973,-582,400,945,0,507,600,0,394,1
21497,1,3,1,38,0,2,0,0,0,-2,1828,26964,1952,3363,749,1924,2343,186,479,399,0,292,1
49572,2,1,1,23,1,2,2,2,-2,7,853,737,-702,-760,373,2022,83,63,0,215,1316,1715,1
44182,1,2,2,34,2,3,0,6,2,4,68927,160190,36136,73187,96039,53726,0,1065,4216,251,1078,205897,1
50341,1,3,2,46,3,2,2,2,2,4,39628,50862,110262,30862,34802,40585,2287,596,1575,1527,926,2154,0
45802,1,1,2,27,-1,-1,-1,-1,-1,-1,-659,15718,9115,187,4262,58648,7132,459,1954,1868,1374,40273,0
46757,2,1,1,46,6,3,5,4,2,3,45553,150761,37727,264294,78766,151368,2148,1145,1173,506,1937,7237,0
47126,1,3,2,31,2,-1,2,0,-1,-1,40600,53697,54606,48291,23089,48885,2686,823,2850,2108,974,1445,1
52382,1,1,2,27,1,-1,-1,2,-1,0,9156,6737,3938,9924,8378,20446,3413,2103,11687,4007,6848,6604,0
44634,1,3,1,37,1,2,2,0,0,2,7792,3369,-967,6492,1034,-556,254,0,0,1168,46,146,1
34600,1,3,2,32,0,0,0,0,0,0,45307,64660,62310,40776,16570,36550,953,976,0,2542,817,3436,0
46193,2,3,1,23,8,2,2,7,4,7,925,1036,-467,422,1122,1531,0,0,0,0,0,442,0
161298,2,1,1,52,2,2,2,4,2,0,31457,90186,131489,67423,53539,40307,0,231,5506,322,3233,2071,0
188594,1,2,1,28,1,-2,-2,-2,-2,-2,-1572,-349,-452,-1579,-1066,286,0,0,0,349,48,255,0
461903,1,4,2,27,-1,-1,-1,-1,-1,-1,21040,877,-2033,10519,5952,12883,3064,13712,14101,11570,10372,17115,0
16773,1,3,2,51,2,2,2,2,2,2,28051,15070,47684,13086,14805,41103,0,0,0,1791,2084,1713,0
346155,2,3,2,39,-2,-2,-2,-2,-2,0,797,17286,26774,13835,5402,21706,3146,13100,18201,9244,15475,121,0
66657,1,2,2,36,3,-2,7,-2,7,-1,2865,4947,1952,1117,1261,1443,56,199,0,283,0,69,0
181410,1,1,1,39,-1,-1,-1,-1,0,-1,-626,-487,-294,-1431,-294,-1443,943,870,2105,1479,5008,259,0
74846,2,3,2,24,3,2,2,7,7,7,-1137,1017,359,-712,2169,1190,435,0,0,1067,0,0,0
239140,1,1,1,36,-2,-2,-2,-2,-2,-2,637,1164,99,-2102,-1827,34,0,0,0,0,0,182,0
46470,2,2,1,50,0,0,0,0,0,0,8902,-400,86,7802,1093,1479,1579,84,0,989,0,1259,0
62982,1,2,2,33,2,2,0,0,0,0,71339,67778,73978,60153,70885,96820,3347,0,9021,5937,1802,2013,0
193121,1,1,1,34,-1,-1,-1,-1,-1,-1,917,17380,3819,6085,154,1649,6274,84017,5311,1907,0,399,0
142846,2,3,1,31,0,0,0,-2,-2,-1,501,774,-1441,-668,-326,1517,1753,0,150,156,0,378,1
52504,1,2,1,50,0,0,0,0,0,0,84260,63993,74667,60325,78898,93816,1090,1493,590,4188,1369,2498,0
295062,1,1,1,27,0,-1,-1,-1,-1,-1,-1034,144,-940,-541,-1377,-469,57,397,595,2024,107,2353,0
20858,2,1,1,56,-1,-1,-1,-1,-1,-1,1170,9621,1864,9616,1194,12245,2723,4677,1775,2143,614,148,1
22313,1,3,2,60,2,2,2,2,2,2,33849,58478,23172,21912,20089,24470,654,0,0,1772,221,716,0
48348,1,1,2,51,1,2,0,0,0,0,31654,11059,27088,5575,16540,-7,0,0,3357,2198,3716,3108,1
199302,1,2,2,42,-2,-1,-1,-1,0,-1,-56,32,-1355,-1288,-130,1647,3813,0,0,10009,334,103,0
45010,2,2,2,33,0,0,0,0,0,0,24596,68018,33682,35499,18736,32932,3574,533,628,1144,329,4630,0
474417,1,1,1,35,1,-1,0,-2,-2,-1,7486,16763,17859,24800,-565,23039,3383,580,1840,2141,1047,1178,0
345715,2,1,1,43,-1,-1,-1,-1,-1,-1,9830,14413,-240,5469,7389,15734,13929,2548,9797,18267,20418,586,0
51125,2,1,3,43,-1,-1,2,-1,0,2,33371,51058,12667,7109,8325,17089,3457,5637,2481,505,1576,3257,0
47481,1,1,1,43,-1,0,0,0,0,-2,952,-117,253,863,1247,1780,129,693,465,922,429,2058,0
491646,2,1,1,35,0,0,0,0,-2,0,195158,284078,298044,167217,268894,230214,2837,8115,12953,12961,43586,388,0
172302,2,3,1,42,-1,-1,-1,-1,-1,-1,-1617,1945,2624,1523,1598,1670,973,2062,126,958,1729,2331,0
45713,1,1,2,23,1,2,0,-2,-2,-2,6028,167,113,133,1503,9955,0,299,0,0,0,0,0
158864,1,4,2,26,-1,-1,-1,-1,-1,-1,11247,-954,147,214,8421,523,3856,0,1708,2113,27073,2707,0
69135,1,2,1,32,1,3,3,3,2,0,149351,124596,27631,113452,99317,112610,0,0,28,0,66,99328,0
148688,1,1,2,41,0,0,0,0,0,0,24011,65927,23521,21613,18234,56889,2497,27,3639,1868,3186,7362,0
205413,2,1,2,36,0,0,0,0,0,0,24605,20548,12688,11075,6516,21406,7913,5777,6701,872,15349,1689,0
268319,1,1,2,49,1,-2,-2,-2,-2,-2,-1927,24,-365,-1545,-645,-92,1714,4851,3583,121,0,0,0
212539,1,6,2,54,1,-2,2,2,-1,0,8988,17896,1436,19700,11211,13669,1061,0,1486,691,0,279,0
349336,1,1,2,36,-2,-2,-2,-2,-2,-2,-2224,1061,-1960,-2356,-957,-101,1237,0,3757,542,0,212,0
10000,1,3,2,48,0,0,0,0,0,0,14340,12909,11400,1328,15672,1480,1201,638,0,1908,1938,1336,0
60109,2,3,2,39,-1,-1,-1,-1,-1,-1,3827,9024,27966,6512,612,11029,3392,269,4719,2743,4820,3192,0
16187,1,1,2,46,2,0,8,0,0,8,379271,54122,105325,21857,1031,-1318,909,592,532,475,0,432,1
234068,1,2,1,32,0,0,0,0,0,0,217391,317914,1778,195179,360208,219644,3735,444,101826,9293,6787,460,0
197770,1,3,2,34,0,0,0,0,0,0,53463,359396,143280,25410,93740,54059,1688,11140,8739,6279,19758,2580,0
68664,2,2,2,30,2,2,2,2,3,0,32059,98371,30455,65506,42210,38551,722,0,1513,2308,1985,2730,0
101042,1,1,2,41,-1,-1,-1,-1,-1,-1,-1185,2125,-2038,-837,104,1292,939,4978,0,145,9244,290,0
199228,1,1,3,23,0,0,0,0,0,0,43751,43000,51434,63062,51285,20535,4244,463,2915,2770,106,5126,0
208581,2,1,2,28,1,-1,-1,-1,-1,-1,-1289,-10,-1710,-1660,-896,-460,2934,0,0,1073,1379,394,0
53854,2,6,1,28,2,2,2,-1,2,0,16641,29348,39439,16844,24665,56727,2024,299,788,1523,711,2813,1
191143,1,1,2,28,0,0,0,0,0,0,239288,87352,42095,117290,45731,156598,4759,4214,4317,32985,2296,1867,0
299735,1,2,1,40,0,0,0,0,0,0,255777,15547,244017,67491,114717,154,5383,11077,3975,53108,8815,22471,0
219848,1,1,1,32,0,2,-2,-2,-2,-1,233083,159948,-538,91,1688,2056,4684,1783,0,178,18767,6285,0
78865,1,3,1,37,2,5,2,3,4,0,33672,103346,49482,4809,57506,1391,0,928,1167,524,1112,0,0
10000,1,1,2,46,1,3,3,2,3,-1,7605,10375,-246,5479,8841,16079,974,7831,5737,99,1630,3445,0
60241,2,3,2,29,0,0,0,0,0,0,47406,73389,43793,68788,38042,56979,3417,3678,7763,1687,639,4532,0
160107,1,3,2,40,2,6,4,4,3,3,113982,316724,267303,87170,123998,102900,915,0,67,255,14,7134,1
90689,1,2,2,39,2,0,5,4,3,2,180864,94843,98381,54914,139412,88375,2099,3034,1849,378,27258,3321,0
198304,1,3,1,40,0,5,0,0,8,0,38571,64427,135893,43511,84825,41157,7059,0,83,273,3447,2231,1
161907,2,2,1,50,2,5,4,5,4,3,25269,63991,192872,110048,111153,304049,618,0,0,0,5950,550,1
15920,1,2,1,41,4,2,2,3,2,2,1322,3404,37573,22957,38912,10201,0,0,0,0,1169,310,1
49080,2,3,2,35,2,-1,-1,0,0,7,-708,150,-1306,44,287,1509,0,0,0,462,0,379,0
14075,2,3,1,41,0,3,3,2,3,2,39786,148813,13779,16790,20656,18126,222,0,0,228,195,264,1
14878,1,2,2,54,0,0,0,0,0,0,40167,14295,11296,19590,1180,11463,3569,0,1864,37,0,40,0
230168,1,3,2,29,-1,-1,-1,-1,-1,-1,224323,1951,-36,580,1307,458133,2398,6563,201,10097,9001,83156,0
20106,1,1,2,40,1,2,2,8,-2,0,-245,14771,17624,-43,8456,14852,261,569,0,530,47,2200,1
135322,1,1,2,26,-1,-1,-1,-1,-1,-1,6403,2300,303,4494,-1330,21083,674,2,793,3205,1703,3376,1
279158,1,2,2,29,-2,-2,-2,-2,-2,-2,-3207,1864,-1463,4337,-2152,10330,1599,5421,7721,297,7764,0,0
47513,2,1,1,53,2,2,2,2,0,3,647,17916,6,10194,31443,-347,535,209,0,1039,67,2103,0
12726,2,3,2,27,1,2,0,-1,0,2,9823,14139,396,50,-838,16,649,0,0,14,1430,6271,1
78678,2,3,2,51,0,0,0,0,0,0,49255,87946,61852,74043,48837,49525,1832,892,2196,2046,117,2515,0
44682,1,3,2,35,3,2,3,3,3,0,725,483,2266,977,-744,-5,0,0,0,1926,20,624,1
212405,2,2,1,56,0,0,0,0,-2,0,42009,10021,9663,10172,590,514,1193,836,4935,5332,3426,6245,0
10000,1,3,0,42,-1,-1,-1,-1,-1,-1,9790,12651,-1047,4327,5478,23274,2752,5884,7886,2836,7566,2133,0
155933,1,2,2,34,1,0,0,0,0,0,118963,309129,133139,256403,55723,114648,3129,215,2201,95,8797,30357,0
464507,1,1,2,41,-2,-1,-1,-1,-1,-1,308710,17769,4158,8105,20506,17952,2196,5031,9267,27868,7102,6972,1
181802,1,1,1,32,0,0,0,0,0,0,89026,148620,126175,70795,72542,142532,3933,15712,2361,28881,7600,144909,0
185509,1,3,2,32,-1,-1,0,-1,0,-1,12803,161087,11246,8774,14660,20344,15355,7264,1536,30327,11095,83422,0
109826,1,3,2,35,-1,0,-2,0,0,-1,24693,15391,15024,1609,728,-810,170,312,855,2673,639,2978,0
237079,1,3,2,41,5,2,3,3,8,0,85994,104478,62516,217908,226201,146376,33306,1309,3583,31698,38997,2190,1
226578,2,2,1,38,-2,0,0,0,-2,0,1985,6048,7358,2501,5355,744,948,295,287,321,9,198,0
146616,1,1,2,40,3,0,0,0,0,2,237141,129786,63435,137296,259980,136674,5134,6106,1427,14045,3841,7541,0
156900,2,1,2,42,0,-2,-2,-2,-2,-2,-1001,801,584,-318,-1506,-391,142,0,104,2228,0,452,0
13843,2,2,2,21,4,0,0,0,0,0,45510,44109,24568,6680,28207,30110,0,1024,1531,2082,693,6165,0
50857,1,4,2,35,0,0,0,0,0,0,21020,12816,24841,1165,12501,873,1173,1620,2893,1973,1828,2770,0
217727,1,3,2,41,1,7,4,4,4,3,39310,56919,26027,61895,109754,316156,2571,940,896,162,491,2081,0
45835,1,2,1,28,2,2,2,7,7,7,694,2994,3545,2482,2915,4139,0,270,0,45,856,1967,1
41833,1,2,2,37,-2,-2,-2,-2,-2,-2,7505,5757,-3709,9454,-8410,4202,39,0,7615,129,10941,501,0
45892,1,2,2,25,0,0,0,0,0,0,40272,45560,17547,18019,28907,36452,4099,112,1211,1548,777,6080,0
196717,1,3,2,51,1,3,4,3,4,0,28770,14243,14736,13996,17027,18379,9130,0,4275,126,0,351,0
41408,2,2,2,35,0,0,0,0,0,0,57296,41827,31353,43016,20388,41832,2627,1419,1683,801,598,1572,0
45373,2,2,1,48,0,2,0,0,0,0,163130,26018,70413,47971,59706,275,0,481,4157,324,3442,1977,0
46028,1,3,2,47,3,2,7,7,7,7,-175,4907,1507,3507,3359,2979,0,0,0,0,1289,51,1
339821,2,2,1,48,0,0,0,0,0,-2,9794,-986,12125,187,-1156,7679,3693,709,562,0,0,0,0
49161,2,3,1,37,-2,-2,-2,-2,-2,-2,11138,2642,16092,-609,-735,906,2165,31950,29,129,3730,183,0
69195,1,3,1,40,2,0,0,0,0,0,36898,48702,27458,62566,7958,51453,809,1173,1707,1670,1203,1392,1
41709,1,1,2,23,0,0,0,0,0,0,16678,13751,8033,9693,15864,13519,2994,10446,7442,3489,4786,223,0
186202,1,1,2,26,-1,-1,-1,-1,-1,-2,-281,-180,-1463,-1597,-464,1043,3082,332,863,20973,1354,305,0
74108,1,6,1,60,1,-1,-2,3,-1,-2,16694,12859,-424,-5,19175,10903,548,871,794,323,0,2513,0
46563,1,3,1,37,0,0,2,0,0,0,50097,28365,33236,7718,57068,43001,1499,610,6885,839,1266,2622,0
132361,1,1,2,23,-1,-1,-1,-1,0,-1,17296,175163,5685,16388,6871,6217,647,12364,4919,2589,762,2041,0
26160,1,3,2,47,-1,-2,0,2,0,6,7828,9917,-205,6717,-454,14301,5535,5117,4893,379,4889,599,1
45452,2,2,3,31,1,0,2,0,0,0,35170,64575,62770,41801,31856,48486,2097,0,2347,1755,1142,2260,0
208312,2,2,1,37,0,-1,0,0,0,0,192554,255982,121125,142534,14764,16444,2946,2620,5480,27643,11210,2433,1
275101,1,1,2,27,2,0,0,0,0,0,14191,1825,22020,14199,584,1099,3614,388,2311,1821,1558,2497,0
212960,1,1,2,32,1,-2,-2,-2,-2,-2,2155,1693,-812,-239,-212,913,742,258,0,0,0,185,1
23611,1,2,2,27,2,2,2,0,2,0,-336,59123,10411,40935,24665,57080,556,0,761,2369,1362,558,0
200453,1,3,1,49,-1,-1,-1,-1,-1,-1,742,2556,13378,3947,-1469,110,516,611,0,1249,0,5772,0
61015,2,3,1,55,1,8,5,5,4,3,47264,3108,1777,12370,1978,48949,0,489,1009,0,353,228,1
141603,1,1,1,24,-1,-1,-1,-1,-1,-1,116,1958,-1321,-434,-306,363,1170,0,1285,1014,1826,681,1
45519,2,1,2,36,0,0,0,0,0,0,34687,38823,11617,7302,11995,20095,1163,0,5938,5091,1718,4463,1
48153,2,3,1,32,-2,0,0,0,0,0,7466,69206,39634,25613,24700,12096,3466,1735,811,1449,9555,1592,0
17797,1,1,1,35,3,2,8,8,0,-2,11873,16040,644,7936,-105,-441,0,0,0,0,0,282,1
49458,2,1,2,27,1,-1,0,0,0,-2,1864,45032,30615,9474,12089,45136,0,0,1351,2186,1112,2015,0
169717,2,2,2,38,0,0,0,0,0,0,207381,136389,75225,64357,82890,79749,2797,6822,1798,1955,3469,758,0
204854,1,2,1,34,0,0,0,0,0,0,46600,18055,78557,22395,85239,49757,3301,4029,3733,2726,3336,2204,0
100470,1,3,2,36,0,5,0,2,2,0,60964,176895,93402,54905,32038,69532,2875,2208,975,5018,603,3348,0
46864,2,2,1,33,0,0,0,0,0,0,12622,15415,6499,25967,11305,16363,1677,266,453,5808,1373,4148,0
140940,1,2,1,46,-2,-2,-1,-2,-2,-1,5143,9537,2498,3505,4874,7816,3270,0,9209,13276,446,33,0
358875,1,1,1,33,-1,-1,-1,-1,-1,-1,-1247,15738,-537,1179,-245,-294,586,426,801,1814,0,6003,0
46889,1,3,2,29,2,2,2,0,0,0,46605,60570,51138,42010,30030,48446,3483,2856,2115,1570,1448,2654,1
10000,1,3,1,34,4,2,3,2,2,2,1479,20440,5250,9129,1407,14056,2548,26,0,468,0,43,0
92428,2,2,3,30,0,0,0,0,0,0,40736,91086,87096,46702,71915,37635,3627,2454,1549,993,2113,1868,0
347314,2,3,1,56,-1,-1,-1,-1,-1,-1,9366,13183,1876,-627,20887,15924,0,843,1019,2130,2317,19218,0
163943,1,1,2,41,-2,3,6,-2,3,2,6113,16582,-4756,3846,11345,21035,663,855,7347,65,308,21163,0
47316,2,2,3,26,1,0,0,0,0,0,572,17286,21716,8044,6322,54220,3482,677,1612,3055,1169,3194,1
163547,2,3,1,40,0,0,0,0,0,0,4410,13700,9135,6824,14097,18858,4134,5790,5876,1779,58639,4742,0
52322,1,3,2,33,3,5,6,5,4,3,32121,26771,37284,71147,17749,19776,171,0,0,0,473,770,0
206389,2,2,1,49,-2,-1,-1,-1,-1,-1,-504,1186,405,493,845,529,0,0,0,12,1455,2875,0
15654,2,2,2,37,2,3,2,2,2,2,48720,7190,34811,9288,12029,17075,617,1357,5,883,1114,1618,1
48027,2,2,2,27,0,0,0,0,0,0,13357,10878,42287,5143,19055,345,0,437,761,1907,548,1387,0
374216,1,1,2,39,0,5,0,0,3,2,186525,214800,156229,84096,283999,215812,940,5609,5228,13138,7797,21143,0
15859,1,1,1,56,1,4,4,3,4,3,31930,65732,32524,31945,36115,29076,0,958,0,4415,1301,201,1
206130,2,3,1,37,0,0,0,0,0,0,181602,209292,584073,198182,172323,204388,6891,2855,7275,28826,11232,14759,0
52344,1,1,2,44,8,7,6,5,4,3,191,-783,-1544,5220,-962,140999,2938,0,0,376,0,119,0
152637,1,1,2,30,-1,-1,-1,-1,-1,-1,1541,3012,-1558,551,177,1037,0,43459,0,2574,10176,2236,0
48156,1,2,2,59,0,2,0,0,0,-2,1884,924,93,-779,-569,374,30,0,0,0,925,406,1
191262,1,1,2,51,7,5,5,4,3,3,99337,381440,207288,124759,252928,135109,0,0,0,188,0,326,0
46025,2,2,1,31,0,0,0,0,0,0,20323,13817,47477,11184,51357,49674,1536,4789,28,5948,749,1978,0
136591,1,3,1,34,0,-2,-2,-2,-2,-2,871,1284,-13,-1441,-1183,664,0,0,835,27546,140,61,0
361509,1,1,2,31,-1,0,-1,-1,-1,-1,149350,66658,35940,7553,10723,16455,56596,8152,1399,2412,4921,5829,0
47091,2,2,1,27,2,0,0,0,0,0,1120,1324,10412,6879,156,5328,2548,524,1341,193,14949,261,0
125616,1,1,1,24,0,0,3,0,0,2,41425,15856,32864,81428,4076,54769,1731,4451,4057,1329,1097,2696,1
160084,1,2,2,26,-2,0,0,0,0,-2,524,12281,-902,-1231,-1687,18275,8218,0,4315,712,17298,337,0
144336,1,3,2,43,5,4,4,0,3,0,42448,75110,27438,6342,9779,15246,2384,187,478,3138,0,592,0
167630,1,2,2,38,1,2,0,0,8,0,77593,63391,37873,106325,61663,167124,2618,26,42,1203,1036,2797,1
153608,1,1,2,28,-1,-1,-1,-1,-1,-1,87305,12241,26245,19815,13399,17902,1924,0,3175,1739,1062,2405,0
43894,2,2,2,26,0,0,0,0,0,0,22434,60760,39068,55488,25535,45018,2813,599,7317,5682,521,1054,0
207092,1,2,2,40,-1,-1,-1,-1,-1,-1,507,3543,-763,-846,806,-666,519,9,842,1591,2052,5827,0
47226,1,2,2,36,0,2,2,0,0,0,31538,51465,62754,74849,15389,68380,4564,947,4578,1859,3621,8009,0
350088,1,1,1,28,0,0,0,0,0,0,-98,13114,3209,-254,5321,5256,514,3896,5761,37548,1493,531,0
493476,1,1,2,32,0,0,0,0,0,0,265028,173200,109156,240367,313003,294409,3924,19292,17968,25132,8551,16906,0
347518,1,1,1,46,0,0,0,0,0,-1,234,7588,14497,7274,-146,319,135,7672,7062,626,2916,0,0
68438,1,1,2,34,0,2,0,0,0,0,5206,1616,511,993,1169,1613,30,465,0,2038,919,3320,0
160260,1,2,2,47,-2,-2,-2,-2,-2,-2,543,18360,3175,1460,1122,487,1799,386,1054,205,257,121,1
106880,1,3,1,43,0,0,0,0,0,0,35527,414,-1192,328,572,483,262,0,0,1842,1749,2743,0
70161,1,2,2,51,0,-1,2,2,0,0,45680,16726,5337,12679,22674,14678,939,8758,9128,24653,8770,2282,0
171587,1,1,2,39,-2,-2,-2,-2,-2,-2,-821,1742,-188,-27,11,152,5100,671,0,1683,6357,433,0
467309,1,3,1,38,4,2,4,2,2,2,189921,223284,128581,170466,123651,57985,2493,3316,8712,4887,1159,6966,1
349015,1,0,2,48,-1,-2,-1,-1,0,-1,-88,10906,-1826,984,1142,14772,720,0,2165,419,7502,6757,0
147534,2,1,3,36,0,0,0,0,0,-2,5366,8425,1327,4639,3228,-58,1966,1086,1165,226,1621,343,1
210751,2,2,2,27,0,0,0,0,0,-2,-1234,7978,-37,568,-943,-207,212,0,0,840,121,282,0
407078,1,2,2,27,0,0,0,0,0,0,77099,72266,132599,72630,15158,1550,7085,1318,19558,22773,4554,15080,0
13579,1,2,2,23,3,2,8,0,7,4,4318,3877,434,-1525,-1095,763,0,0,0,615,568,435,1
166203,1,2,2,39,5,0,0,0,0,0,30648,43722,16015,5941,4646,26003,1160,3113,4745,311,525,8018,0
210271,2,2,2,23,0,0,0,0,0,0,64074,86735,78197,77826,89493,84259,3622,1723,1922,5375,5301,1937,0
375047,1,1,2,51,-2,-2,-2,-2,-2,-2,950,-396,-1480,-2490,-743,-521,2039,0,0,0,64,417,0
71035,1,1,1,25,2,2,2,0,0,0,35587,1878,1131,657,-401,1281,1697,789,1461,1752,1668,442,1
47436,1,2,1,38,1,3,3,2,2,0,24563,42953,41678,44521,18156,44853,3023,1457,1370,0,363,1966,0
16329,1,1,2,37,2,1,3,2,2,2,41090,12240,12440,3292,16547,23816,0,0,331,819,1009,138,1
300399,2,1,2,45,-2,-1,-1,-1,-1,-1,1870,3066,133,87,-592,2468,17271,21568,1973,0,7875,8705,0
